,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
1058,closer,3e83a80f8e94_18,trial_3_redantique,trial_17_redsport,trial_24_white,trial_31_bluesedan
1059,further,3e83a80f8e94_21,trial_32_squat,trial_25_goldenretriever,trial_26_crow,trial_6_hatchback
1060,closer,3e83a80f8e94_23,trial_5_inlay,trial_21_woven,trial_27_sling,trial_8_knob
1061,further,3e83a80f8e94_26,trial_6_hatchback,trial_25_goldenretriever,trial_26_crow,trial_32_squat
1062,closer,3e83a80f8e94_28,trial_8_knob,trial_21_woven,trial_27_sling,trial_5_inlay
1063,closer,3e83a80f8e94_31,trial_21_woven,trial_27_sling,trial_5_inlay,trial_8_knob
1064,further,17405ca56a3b_4,trial_27_sling,trial_15_nightingale,trial_16_bloodhound,trial_24_white
1065,further,17405ca56a3b_10,trial_24_white,trial_15_nightingale,trial_16_bloodhound,trial_27_sling
1066,further,17405ca56a3b_11,trial_14_robin,trial_1_bluesport,trial_21_woven,trial_28_chihuahua
1067,closer,17405ca56a3b_19,trial_4_straight,trial_11_waiting,trial_22_leather,trial_8_knob
1068,further,17405ca56a3b_22,trial_28_chihuahua,trial_14_robin,trial_1_bluesport,trial_21_woven
1069,closer,17405ca56a3b_23,trial_11_waiting,trial_22_leather,trial_4_straight,trial_8_knob
1070,further,17405ca56a3b_25,trial_21_woven,trial_14_robin,trial_1_bluesport,trial_28_chihuahua
1071,closer,17405ca56a3b_27,trial_8_knob,trial_11_waiting,trial_22_leather,trial_4_straight
1072,closer,17405ca56a3b_28,trial_22_leather,trial_11_waiting,trial_4_straight,trial_8_knob
1073,further,17405ca56a3b_29,trial_16_bloodhound,trial_15_nightingale,trial_24_white,trial_27_sling
1074,further,17405ca56a3b_31,trial_1_bluesport,trial_14_robin,trial_21_woven,trial_28_chihuahua
1075,further,17405ca56a3b_32,trial_15_nightingale,trial_16_bloodhound,trial_24_white,trial_27_sling
