condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
closer,3b8a411cd76d_12,bluesport_0001,brown_0001,hatchback_0001,redsport_0001
closer,3b8a411cd76d_13,cuckoo_0033,pigeon_0033,sparrow_0033,tomtit_0033
further,3b8a411cd76d_15,crow_0037,knob_0037,pug_0037,white_0037
further,3b8a411cd76d_16,inlay_0036,beetle_0036,robin_0036,weimaraner_0036
further,3b8a411cd76d_17,nightingale_0035,goldenretriever_0035,redantique_0035,squat_0035
further,3b8a411cd76d_18,white_0026,crow_0026,knob_0026,pug_0026
further,3b8a411cd76d_19,pug_0009,crow_0009,knob_0009,white_0009
further,3b8a411cd76d_20,doberman_0025,bluejay_0025,bluesedan_0025,sling_0025
closer,3b8a411cd76d_21,pigeon_0018,cuckoo_0018,sparrow_0018,tomtit_0018
further,3b8a411cd76d_22,weimaraner_0031,beetle_0031,inlay_0031,robin_0031
closer,3b8a411cd76d_23,bullmastiff_0006,basset_0006,bloodhound_0006,chihuahua_0006
closer,3b8a411cd76d_24,brown_0016,bluesport_0016,hatchback_0016,redsport_0016
further,3b8a411cd76d_25,redantique_0027,goldenretriever_0027,nightingale_0027,squat_0027
closer,3b8a411cd76d_26,leather_0039,straight_0039,waiting_0039,woven_0039
closer,3b8a411cd76d_27,straight_0005,leather_0005,waiting_0005,woven_0005
further,3b8a411cd76d_28,squat_0017,goldenretriever_0017,nightingale_0017,redantique_0017
closer,3b8a411cd76d_29,redsport_0020,bluesport_0020,brown_0020,hatchback_0020
further,3b8a411cd76d_30,beetle_0010,inlay_0010,robin_0010,weimaraner_0010
further,3b8a411cd76d_31,goldenretriever_0004,nightingale_0004,redantique_0004,squat_0004
further,3b8a411cd76d_32,knob_0021,crow_0021,pug_0021,white_0021
further,5089b41d6e95_1,pigeon_0022,bullmastiff_0022,redsport_0022,squat_0022
closer,5089b41d6e95_2,bloodhound_0037,chihuahua_0037,doberman_0037,weimaraner_0037
closer,5089b41d6e95_3,nightingale_0019,bluejay_0019,crow_0019,sparrow_0019
further,5089b41d6e95_4,bluesport_0017,leather_0017,pug_0017,tomtit_0017
closer,5089b41d6e95_5,beetle_0016,bluesedan_0016,brown_0016,redantique_0016
closer,5089b41d6e95_6,doberman_0027,bloodhound_0027,chihuahua_0027,weimaraner_0027
closer,5089b41d6e95_7,inlay_0007,sling_0007,straight_0007,waiting_0007
closer,5089b41d6e95_8,bluesedan_0012,beetle_0012,brown_0012,redantique_0012
further,5089b41d6e95_9,woven_0005,basset_0005,robin_0005,white_0005
further,5089b41d6e95_10,goldenretriever_0002,cuckoo_0002,hatchback_0002,knob_0002
closer,5089b41d6e95_11,weimaraner_0009,bloodhound_0009,chihuahua_0009,doberman_0009
closer,5089b41d6e95_12,bluejay_0033,crow_0033,nightingale_0033,sparrow_0033
closer,5089b41d6e95_13,redantique_0013,beetle_0013,bluesedan_0013,brown_0013
further,5089b41d6e95_14,robin_0026,basset_0026,white_0026,woven_0026
further,5089b41d6e95_15,hatchback_0020,cuckoo_0020,goldenretriever_0020,knob_0020
further,5089b41d6e95_16,pug_0021,bluesport_0021,leather_0021,tomtit_0021
further,5089b41d6e95_17,leather_0011,bluesport_0011,pug_0011,tomtit_0011
closer,5089b41d6e95_18,straight_0000,inlay_0000,sling_0000,waiting_0000
further,5089b41d6e95_19,bullmastiff_0014,pigeon_0014,redsport_0014,squat_0014
further,5089b41d6e95_20,redsport_0006,bullmastiff_0006,pigeon_0006,squat_0006
closer,5089b41d6e95_21,brown_0035,beetle_0035,bluesedan_0035,redantique_0035
closer,5089b41d6e95_22,waiting_0015,inlay_0015,sling_0015,straight_0015
further,5089b41d6e95_23,tomtit_0003,bluesport_0003,leather_0003,pug_0003
further,5089b41d6e95_24,white_0038,basset_0038,robin_0038,woven_0038
further,5089b41d6e95_25,basset_0028,robin_0028,white_0028,woven_0028
closer,5089b41d6e95_26,crow_0036,bluejay_0036,nightingale_0036,sparrow_0036
further,5089b41d6e95_27,squat_0024,bullmastiff_0024,pigeon_0024,redsport_0024
closer,5089b41d6e95_29,chihuahua_0032,bloodhound_0032,doberman_0032,weimaraner_0032
further,5089b41d6e95_30,knob_0034,cuckoo_0034,goldenretriever_0034,hatchback_0034
closer,5089b41d6e95_31,sling_0030,inlay_0030,straight_0030,waiting_0030
further,5089b41d6e95_32,cuckoo_0010,goldenretriever_0010,hatchback_0010,knob_0010
further,630161232275_1,basset_0032,bluesedan_0032,robin_0032,squat_0032
closer,630161232275_2,beetle_0033,bluesport_0033,hatchback_0033,redsport_0033
closer,630161232275_3,redsport_0031,beetle_0031,bluesport_0031,hatchback_0031
further,630161232275_4,doberman_0021,brown_0021,crow_0021,waiting_0021
further,630161232275_5,leather_0000,chihuahua_0000,pigeon_0000,white_0000
closer,630161232275_6,bluesport_0018,beetle_0018,hatchback_0018,redsport_0018
closer,630161232275_7,cuckoo_0009,nightingale_0009,sparrow_0009,tomtit_0009
further,630161232275_8,redantique_0016,bluejay_0016,bullmastiff_0016,inlay_0016
closer,630161232275_9,pug_0022,bloodhound_0022,goldenretriever_0022,weimaraner_0022
closer,630161232275_11,hatchback_0003,beetle_0003,bluesport_0003,redsport_0003
closer,630161232275_12,tomtit_0010,cuckoo_0010,nightingale_0010,sparrow_0010
further,630161232275_13,bluesedan_0017,basset_0017,robin_0017,squat_0017
further,630161232275_14,crow_0036,brown_0036,doberman_0036,waiting_0036
further,630161232275_15,robin_0019,basset_0019,bluesedan_0019,squat_0019
further,630161232275_16,squat_0028,basset_0028,bluesedan_0028,robin_0028
closer,630161232275_17,straight_0012,knob_0012,sling_0012,woven_0012
further,630161232275_18,white_0006,chihuahua_0006,leather_0006,pigeon_0006
further,630161232275_20,bullmastiff_0014,bluejay_0014,inlay_0014,redantique_0014
closer,630161232275_21,bloodhound_0011,goldenretriever_0011,pug_0011,weimaraner_0011
further,630161232275_22,brown_0025,crow_0025,doberman_0025,waiting_0025
further,630161232275_23,waiting_0013,brown_0013,crow_0013,doberman_0013
further,630161232275_24,inlay_0029,bluejay_0029,bullmastiff_0029,redantique_0029
further,630161232275_26,chihuahua_0027,leather_0027,pigeon_0027,white_0027
closer,630161232275_27,knob_0020,sling_0020,straight_0020,woven_0020
closer,630161232275_28,sling_0035,knob_0035,straight_0035,woven_0035
further,630161232275_29,pigeon_0008,chihuahua_0008,leather_0008,white_0008
further,630161232275_32,bluejay_0004,bullmastiff_0004,inlay_0004,redantique_0004
further,0b952d5c3afc_1,goldenretriever_0024,bluesedan_0024,leather_0024,tomtit_0024
closer,0b952d5c3afc_2,pigeon_0034,bluejay_0034,cuckoo_0034,robin_0034
closer,0b952d5c3afc_3,robin_0036,bluejay_0036,cuckoo_0036,pigeon_0036
further,0b952d5c3afc_4,straight_0032,brown_0032,pug_0032,sparrow_0032
further,0b952d5c3afc_5,bluesedan_0014,goldenretriever_0014,leather_0014,tomtit_0014
closer,0b952d5c3afc_6,bullmastiff_0022,basset_0022,bloodhound_0022,doberman_0022
closer,0b952d5c3afc_7,bluejay_0016,cuckoo_0016,pigeon_0016,robin_0016
closer,0b952d5c3afc_8,white_0028,beetle_0028,hatchback_0028,redantique_0028
closer,0b952d5c3afc_9,sling_0017,inlay_0017,squat_0017,woven_0017
further,0b952d5c3afc_10,nightingale_0009,redsport_0009,waiting_0009,weimaraner_0009
further,0b952d5c3afc_11,leather_0026,bluesedan_0026,goldenretriever_0026,tomtit_0026
closer,0b952d5c3afc_12,basset_0019,bloodhound_0019,bullmastiff_0019,doberman_0019
closer,0b952d5c3afc_13,squat_0000,inlay_0000,sling_0000,woven_0000
further,0b952d5c3afc_14,redsport_0030,nightingale_0030,waiting_0030,weimaraner_0030
further,0b952d5c3afc_16,crow_0025,bluesport_0025,chihuahua_0025,knob_0025
further,0b952d5c3afc_17,knob_0004,bluesport_0004,chihuahua_0004,crow_0004
further,0b952d5c3afc_18,brown_0027,pug_0027,sparrow_0027,straight_0027
further,0b952d5c3afc_19,weimaraner_0007,nightingale_0007,redsport_0007,waiting_0007
further,0b952d5c3afc_20,tomtit_0012,bluesedan_0012,goldenretriever_0012,leather_0012
closer,0b952d5c3afc_21,hatchback_0023,beetle_0023,redantique_0023,white_0023
further,0b952d5c3afc_22,chihuahua_0013,bluesport_0013,crow_0013,knob_0013
further,0b952d5c3afc_23,waiting_0015,nightingale_0015,redsport_0015,weimaraner_0015
closer,0b952d5c3afc_24,cuckoo_0010,bluejay_0010,pigeon_0010,robin_0010
further,0b952d5c3afc_25,sparrow_0021,brown_0021,pug_0021,straight_0021
closer,0b952d5c3afc_26,woven_0006,inlay_0006,sling_0006,squat_0006
closer,0b952d5c3afc_27,beetle_0031,hatchback_0031,redantique_0031,white_0031
closer,0b952d5c3afc_28,inlay_0018,sling_0018,squat_0018,woven_0018
closer,0b952d5c3afc_29,doberman_0005,basset_0005,bloodhound_0005,bullmastiff_0005
further,0b952d5c3afc_30,pug_0039,brown_0039,sparrow_0039,straight_0039
closer,0b952d5c3afc_31,redantique_0011,beetle_0011,hatchback_0011,white_0011
further,0b952d5c3afc_32,bluesport_0002,chihuahua_0002,crow_0002,knob_0002
further,f24646df3a02_1,bluesedan_0013,basset_0013,crow_0013,leather_0013
further,f24646df3a02_2,pug_0018,hatchback_0018,robin_0018,straight_0018
further,f24646df3a02_3,crow_0009,basset_0009,bluesedan_0009,leather_0009
closer,f24646df3a02_4,cuckoo_0030,nightingale_0030,pigeon_0030,tomtit_0030
further,f24646df3a02_5,inlay_0005,beetle_0005,bluejay_0005,chihuahua_0005
further,f24646df3a02_6,waiting_0000,goldenretriever_0000,redsport_0000,sparrow_0000
further,f24646df3a02_7,redsport_0011,goldenretriever_0011,sparrow_0011,waiting_0011
further,f24646df3a02_8,robin_0039,hatchback_0039,pug_0039,straight_0039
closer,f24646df3a02_9,squat_0022,knob_0022,sling_0022,woven_0022
further,f24646df3a02_10,straight_0001,hatchback_0001,pug_0001,robin_0001
further,f24646df3a02_11,beetle_0019,bluejay_0019,chihuahua_0019,inlay_0019
closer,f24646df3a02_12,bloodhound_0031,bullmastiff_0031,doberman_0031,weimaraner_0031
further,f24646df3a02_13,goldenretriever_0008,redsport_0008,sparrow_0008,waiting_0008
closer,f24646df3a02_14,weimaraner_0004,bloodhound_0004,bullmastiff_0004,doberman_0004
further,f24646df3a02_15,hatchback_0037,pug_0037,robin_0037,straight_0037
closer,f24646df3a02_16,sling_0025,knob_0025,squat_0025,woven_0025
closer,f24646df3a02_18,pigeon_0027,cuckoo_0027,nightingale_0027,tomtit_0027
further,f24646df3a02_19,chihuahua_0007,beetle_0007,bluejay_0007,inlay_0007
further,f24646df3a02_20,leather_0036,basset_0036,bluesedan_0036,crow_0036
further,f24646df3a02_21,bluejay_0021,beetle_0021,chihuahua_0021,inlay_0021
closer,f24646df3a02_22,bullmastiff_0020,bloodhound_0020,doberman_0020,weimaraner_0020
closer,f24646df3a02_23,bluesport_0003,brown_0003,redantique_0003,white_0003
closer,f24646df3a02_24,nightingale_0016,cuckoo_0016,pigeon_0016,tomtit_0016
further,f24646df3a02_25,basset_0012,bluesedan_0012,crow_0012,leather_0012
closer,f24646df3a02_26,knob_0029,sling_0029,squat_0029,woven_0029
closer,f24646df3a02_27,white_0028,bluesport_0028,brown_0028,redantique_0028
closer,f24646df3a02_28,redantique_0014,bluesport_0014,brown_0014,white_0014
closer,f24646df3a02_29,woven_0032,knob_0032,sling_0032,squat_0032
closer,f24646df3a02_31,brown_0026,bluesport_0026,redantique_0026,white_0026
closer,f24646df3a02_32,doberman_0035,bloodhound_0035,bullmastiff_0035,weimaraner_0035
closer,dff5f557e8c9_1,beetle_0033,bluesedan_0033,brown_0033,redantique_0033
closer,dff5f557e8c9_2,bullmastiff_0037,bloodhound_0037,doberman_0037,goldenretriever_0037
further,dff5f557e8c9_3,redsport_0006,basset_0006,crow_0006,leather_0006
further,dff5f557e8c9_4,hatchback_0011,cuckoo_0011,inlay_0011,weimaraner_0011
further,dff5f557e8c9_5,cuckoo_0028,hatchback_0028,inlay_0028,weimaraner_0028
closer,dff5f557e8c9_6,goldenretriever_0002,bloodhound_0002,bullmastiff_0002,doberman_0002
further,dff5f557e8c9_7,sparrow_0019,chihuahua_0019,waiting_0019,white_0019
closer,dff5f557e8c9_8,redantique_0020,beetle_0020,bluesedan_0020,brown_0020
further,dff5f557e8c9_9,inlay_0024,cuckoo_0024,hatchback_0024,weimaraner_0024
further,dff5f557e8c9_10,waiting_0025,chihuahua_0025,sparrow_0025,white_0025
further,dff5f557e8c9_11,chihuahua_0015,sparrow_0015,waiting_0015,white_0015
further,dff5f557e8c9_12,bluesport_0001,knob_0001,pigeon_0001,pug_0001
closer,dff5f557e8c9_13,squat_0014,sling_0014,straight_0014,woven_0014
closer,dff5f557e8c9_14,bluejay_0005,nightingale_0005,robin_0005,tomtit_0005
closer,dff5f557e8c9_15,bluesedan_0029,beetle_0029,brown_0029,redantique_0029
further,dff5f557e8c9_16,pug_0023,bluesport_0023,knob_0023,pigeon_0023
closer,dff5f557e8c9_17,sling_0016,squat_0016,straight_0016,woven_0016
closer,dff5f557e8c9_18,doberman_0021,bloodhound_0021,bullmastiff_0021,goldenretriever_0021
closer,dff5f557e8c9_19,nightingale_0026,bluejay_0026,robin_0026,tomtit_0026
further,dff5f557e8c9_20,white_0017,chihuahua_0017,sparrow_0017,waiting_0017
further,dff5f557e8c9_22,weimaraner_0008,cuckoo_0008,hatchback_0008,inlay_0008
further,dff5f557e8c9_23,knob_0032,bluesport_0032,pigeon_0032,pug_0032
closer,dff5f557e8c9_25,tomtit_0012,bluejay_0012,nightingale_0012,robin_0012
closer,dff5f557e8c9_26,straight_0018,sling_0018,squat_0018,woven_0018
further,dff5f557e8c9_27,leather_0022,basset_0022,crow_0022,redsport_0022
further,dff5f557e8c9_28,pigeon_0039,bluesport_0039,knob_0039,pug_0039
further,dff5f557e8c9_29,crow_0009,basset_0009,leather_0009,redsport_0009
closer,dff5f557e8c9_30,bloodhound_0030,bullmastiff_0030,doberman_0030,goldenretriever_0030
closer,dff5f557e8c9_31,woven_0036,sling_0036,squat_0036,straight_0036
further,dff5f557e8c9_32,basset_0013,crow_0013,leather_0013,redsport_0013
closer,9f40a60b440d_1,knob_0027,straight_0027,waiting_0027,woven_0027
further,9f40a60b440d_2,crow_0025,bluesport_0025,chihuahua_0025,squat_0025
further,9f40a60b440d_3,inlay_0005,bluesedan_0005,nightingale_0005,pug_0005
closer,9f40a60b440d_4,robin_0019,pigeon_0019,sparrow_0019,tomtit_0019
further,9f40a60b440d_5,basset_0034,bluejay_0034,brown_0034,sling_0034
closer,9f40a60b440d_7,waiting_0024,knob_0024,straight_0024,woven_0024
further,9f40a60b440d_8,nightingale_0010,bluesedan_0010,inlay_0010,pug_0010
closer,9f40a60b440d_9,goldenretriever_0003,bullmastiff_0003,doberman_0003,weimaraner_0003
closer,9f40a60b440d_10,tomtit_0002,pigeon_0002,robin_0002,sparrow_0002
further,9f40a60b440d_11,bluesedan_0028,inlay_0028,nightingale_0028,pug_0028
closer,9f40a60b440d_12,woven_0006,knob_0006,straight_0006,waiting_0006
further,9f40a60b440d_13,pug_0017,bluesedan_0017,inlay_0017,nightingale_0017
closer,9f40a60b440d_15,white_0035,beetle_0035,hatchback_0035,redantique_0035
further,9f40a60b440d_16,bluesport_0015,chihuahua_0015,crow_0015,squat_0015
closer,9f40a60b440d_17,doberman_0004,bullmastiff_0004,goldenretriever_0004,weimaraner_0004
further,9f40a60b440d_18,sling_0037,basset_0037,bluejay_0037,brown_0037
further,9f40a60b440d_19,chihuahua_0012,bluesport_0012,crow_0012,squat_0012
closer,9f40a60b440d_20,sparrow_0013,pigeon_0013,robin_0013,tomtit_0013
closer,9f40a60b440d_21,hatchback_0009,beetle_0009,redantique_0009,white_0009
closer,9f40a60b440d_22,straight_0001,knob_0001,waiting_0001,woven_0001
further,9f40a60b440d_23,squat_0033,bluesport_0033,chihuahua_0033,crow_0033
closer,9f40a60b440d_24,pigeon_0036,robin_0036,sparrow_0036,tomtit_0036
further,9f40a60b440d_25,leather_0038,bloodhound_0038,cuckoo_0038,redsport_0038
further,9f40a60b440d_26,bloodhound_0030,cuckoo_0030,leather_0030,redsport_0030
closer,9f40a60b440d_27,redantique_0014,beetle_0014,hatchback_0014,white_0014
further,9f40a60b440d_28,redsport_0008,bloodhound_0008,cuckoo_0008,leather_0008
further,9f40a60b440d_29,cuckoo_0026,bloodhound_0026,leather_0026,redsport_0026
further,9f40a60b440d_30,brown_0011,basset_0011,bluejay_0011,sling_0011
closer,9f40a60b440d_31,beetle_0023,hatchback_0023,redantique_0023,white_0023
further,9f40a60b440d_32,bluejay_0000,basset_0000,brown_0000,sling_0000
further,6b251cdc7286_1,pigeon_0001,chihuahua_0001,redsport_0001,waiting_0001
closer,6b251cdc7286_2,sparrow_0013,bluejay_0013,crow_0013,cuckoo_0013
closer,6b251cdc7286_3,sling_0038,knob_0038,leather_0038,straight_0038
further,6b251cdc7286_4,bluesport_0020,pug_0020,robin_0020,woven_0020
closer,6b251cdc7286_5,cuckoo_0032,bluejay_0032,crow_0032,sparrow_0032
further,6b251cdc7286_6,robin_0039,bluesport_0039,pug_0039,woven_0039
further,6b251cdc7286_7,redsport_0026,chihuahua_0026,pigeon_0026,waiting_0026
closer,6b251cdc7286_8,bullmastiff_0007,basset_0007,doberman_0007,goldenretriever_0007
closer,6b251cdc7286_9,doberman_0000,basset_0000,bullmastiff_0000,goldenretriever_0000
further,6b251cdc7286_10,nightingale_0021,bloodhound_0021,redantique_0021,squat_0021
closer,6b251cdc7286_11,brown_0009,beetle_0009,hatchback_0009,white_0009
further,6b251cdc7286_12,inlay_0028,bluesedan_0028,tomtit_0028,weimaraner_0028
further,6b251cdc7286_13,pug_0015,bluesport_0015,robin_0015,woven_0015
closer,6b251cdc7286_14,knob_0031,leather_0031,sling_0031,straight_0031
closer,6b251cdc7286_15,bluejay_0008,crow_0008,cuckoo_0008,sparrow_0008
further,6b251cdc7286_16,waiting_0005,chihuahua_0005,pigeon_0005,redsport_0005
further,6b251cdc7286_17,squat_0027,bloodhound_0027,nightingale_0027,redantique_0027
closer,6b251cdc7286_18,white_0019,beetle_0019,brown_0019,hatchback_0019
further,6b251cdc7286_19,redantique_0010,bloodhound_0010,nightingale_0010,squat_0010
further,6b251cdc7286_20,bloodhound_0016,nightingale_0016,redantique_0016,squat_0016
closer,6b251cdc7286_21,basset_0014,bullmastiff_0014,doberman_0014,goldenretriever_0014
further,6b251cdc7286_22,bluesedan_0037,inlay_0037,tomtit_0037,weimaraner_0037
further,6b251cdc7286_23,chihuahua_0023,pigeon_0023,redsport_0023,waiting_0023
further,6b251cdc7286_24,woven_0025,bluesport_0025,pug_0025,robin_0025
further,6b251cdc7286_25,tomtit_0011,bluesedan_0011,inlay_0011,weimaraner_0011
closer,6b251cdc7286_26,crow_0002,bluejay_0002,cuckoo_0002,sparrow_0002
closer,6b251cdc7286_27,leather_0030,knob_0030,sling_0030,straight_0030
closer,6b251cdc7286_28,straight_0004,knob_0004,leather_0004,sling_0004
further,6b251cdc7286_29,weimaraner_0036,bluesedan_0036,inlay_0036,tomtit_0036
closer,6b251cdc7286_31,hatchback_0024,beetle_0024,brown_0024,white_0024
closer,6b251cdc7286_32,beetle_0017,brown_0017,hatchback_0017,white_0017
closer,5f702f5295bf_1,bluesport_0019,bluesedan_0019,brown_0019,redsport_0019
further,5f702f5295bf_2,robin_0039,goldenretriever_0039,hatchback_0039,straight_0039
further,5f702f5295bf_3,hatchback_0007,goldenretriever_0007,robin_0007,straight_0007
further,5f702f5295bf_4,inlay_0034,bluejay_0034,bullmastiff_0034,white_0034
further,5f702f5295bf_5,leather_0014,basset_0014,beetle_0014,cuckoo_0014
closer,5f702f5295bf_6,woven_0030,sling_0030,squat_0030,waiting_0030
closer,5f702f5295bf_7,doberman_0031,bloodhound_0031,chihuahua_0031,weimaraner_0031
further,5f702f5295bf_8,white_0002,bluejay_0002,bullmastiff_0002,inlay_0002
closer,5f702f5295bf_9,bloodhound_0013,chihuahua_0013,doberman_0013,weimaraner_0013
further,5f702f5295bf_10,cuckoo_0028,basset_0028,beetle_0028,leather_0028
further,5f702f5295bf_11,pug_0022,crow_0022,knob_0022,redantique_0022
closer,5f702f5295bf_12,brown_0020,bluesedan_0020,bluesport_0020,redsport_0020
further,5f702f5295bf_13,beetle_0003,basset_0003,cuckoo_0003,leather_0003
further,5f702f5295bf_14,redantique_0012,crow_0012,knob_0012,pug_0012
further,5f702f5295bf_15,straight_0033,goldenretriever_0033,hatchback_0033,robin_0033
closer,5f702f5295bf_16,chihuahua_0037,bloodhound_0037,doberman_0037,weimaraner_0037
closer,5f702f5295bf_17,sling_0008,squat_0008,waiting_0008,woven_0008
closer,5f702f5295bf_18,weimaraner_0009,bloodhound_0009,chihuahua_0009,doberman_0009
further,5f702f5295bf_19,knob_0024,crow_0024,pug_0024,redantique_0024
further,5f702f5295bf_20,crow_0026,knob_0026,pug_0026,redantique_0026
further,5f702f5295bf_21,bluejay_0038,bullmastiff_0038,inlay_0038,white_0038
closer,5f702f5295bf_22,bluesedan_0001,bluesport_0001,brown_0001,redsport_0001
closer,5f702f5295bf_23,tomtit_0010,nightingale_0010,pigeon_0010,sparrow_0010
closer,5f702f5295bf_24,squat_0000,sling_0000,waiting_0000,woven_0000
closer,5f702f5295bf_25,redsport_0029,bluesedan_0029,bluesport_0029,brown_0029
further,5f702f5295bf_26,goldenretriever_0017,hatchback_0017,robin_0017,straight_0017
closer,5f702f5295bf_27,pigeon_0032,nightingale_0032,sparrow_0032,tomtit_0032
closer,5f702f5295bf_28,sparrow_0036,nightingale_0036,pigeon_0036,tomtit_0036
closer,5f702f5295bf_29,waiting_0016,sling_0016,squat_0016,woven_0016
further,5f702f5295bf_30,bullmastiff_0015,bluejay_0015,inlay_0015,white_0015
further,5f702f5295bf_31,basset_0011,beetle_0011,cuckoo_0011,leather_0011
closer,5f702f5295bf_32,nightingale_0023,pigeon_0023,sparrow_0023,tomtit_0023
closer,e0d4ab6f70ba_1,bluejay_0022,nightingale_0022,pigeon_0022,sparrow_0022
further,e0d4ab6f70ba_2,leather_0018,bloodhound_0018,bluesedan_0018,crow_0018
further,e0d4ab6f70ba_3,redantique_0000,goldenretriever_0000,tomtit_0000,waiting_0000
further,e0d4ab6f70ba_4,tomtit_0030,goldenretriever_0030,redantique_0030,waiting_0030
closer,e0d4ab6f70ba_5,sling_0003,inlay_0003,knob_0003,woven_0003
further,e0d4ab6f70ba_6,bluesedan_0005,bloodhound_0005,crow_0005,leather_0005
further,e0d4ab6f70ba_7,crow_0014,bloodhound_0014,bluesedan_0014,leather_0014
further,e0d4ab6f70ba_8,waiting_0034,goldenretriever_0034,redantique_0034,tomtit_0034
closer,e0d4ab6f70ba_9,nightingale_0010,bluejay_0010,pigeon_0010,sparrow_0010
further,e0d4ab6f70ba_11,pug_0036,beetle_0036,robin_0036,straight_0036
further,e0d4ab6f70ba_12,squat_0004,cuckoo_0004,redsport_0004,weimaraner_0004
closer,e0d4ab6f70ba_14,doberman_0002,basset_0002,bullmastiff_0002,chihuahua_0002
further,e0d4ab6f70ba_15,weimaraner_0013,cuckoo_0013,redsport_0013,squat_0013
further,e0d4ab6f70ba_16,robin_0029,beetle_0029,pug_0029,straight_0029
further,e0d4ab6f70ba_17,straight_0023,beetle_0023,pug_0023,robin_0023
closer,e0d4ab6f70ba_18,knob_0024,inlay_0024,sling_0024,woven_0024
closer,e0d4ab6f70ba_19,white_0020,bluesport_0020,brown_0020,hatchback_0020
closer,e0d4ab6f70ba_20,woven_0011,inlay_0011,knob_0011,sling_0011
further,e0d4ab6f70ba_22,redsport_0015,cuckoo_0015,squat_0015,weimaraner_0015
further,e0d4ab6f70ba_24,cuckoo_0009,redsport_0009,squat_0009,weimaraner_0009
further,e0d4ab6f70ba_25,bloodhound_0007,bluesedan_0007,crow_0007,leather_0007
further,e0d4ab6f70ba_27,goldenretriever_0006,redantique_0006,tomtit_0006,waiting_0006
closer,e0d4ab6f70ba_28,sparrow_0027,bluejay_0027,nightingale_0027,pigeon_0027
closer,e0d4ab6f70ba_29,pigeon_0035,bluejay_0035,nightingale_0035,sparrow_0035
closer,e0d4ab6f70ba_30,bluesport_0019,brown_0019,hatchback_0019,white_0019
closer,e0d4ab6f70ba_31,hatchback_0012,bluesport_0012,brown_0012,white_0012
further,e0d4ab6f70ba_32,beetle_0028,pug_0028,robin_0028,straight_0028
further,dedce5688994_1,doberman_0007,brown_0007,knob_0007,sparrow_0007
closer,dedce5688994_2,woven_0037,inlay_0037,straight_0037,waiting_0037
closer,dedce5688994_3,waiting_0036,inlay_0036,straight_0036,woven_0036
further,dedce5688994_4,pug_0013,bluesport_0013,crow_0013,squat_0013
further,dedce5688994_5,leather_0025,bullmastiff_0025,redantique_0025,tomtit_0025
closer,dedce5688994_6,straight_0023,inlay_0023,waiting_0023,woven_0023
closer,dedce5688994_7,beetle_0010,bluesedan_0010,hatchback_0010,redsport_0010
further,dedce5688994_8,tomtit_0003,bullmastiff_0003,leather_0003,redantique_0003
closer,dedce5688994_10,cuckoo_0012,nightingale_0012,pigeon_0012,robin_0012
further,dedce5688994_12,bluejay_0020,basset_0020,sling_0020,white_0020
further,dedce5688994_13,sling_0038,basset_0038,bluejay_0038,white_0038
further,dedce5688994_14,squat_0026,bluesport_0026,crow_0026,pug_0026
further,dedce5688994_15,white_0028,basset_0028,bluejay_0028,sling_0028
closer,dedce5688994_16,pigeon_0024,cuckoo_0024,nightingale_0024,robin_0024
further,dedce5688994_17,bluesport_0032,crow_0032,pug_0032,squat_0032
further,dedce5688994_18,crow_0015,bluesport_0015,pug_0015,squat_0015
closer,dedce5688994_19,robin_0009,cuckoo_0009,nightingale_0009,pigeon_0009
further,dedce5688994_21,redantique_0021,bullmastiff_0021,leather_0021,tomtit_0021
closer,dedce5688994_22,chihuahua_0008,bloodhound_0008,goldenretriever_0008,weimaraner_0008
further,dedce5688994_23,sparrow_0019,brown_0019,doberman_0019,knob_0019
further,dedce5688994_24,basset_0016,bluejay_0016,sling_0016,white_0016
closer,dedce5688994_25,hatchback_0000,beetle_0000,bluesedan_0000,redsport_0000
further,dedce5688994_26,bullmastiff_0029,leather_0029,redantique_0029,tomtit_0029
closer,dedce5688994_27,goldenretriever_0014,bloodhound_0014,chihuahua_0014,weimaraner_0014
further,dedce5688994_28,knob_0004,brown_0004,doberman_0004,sparrow_0004
closer,dedce5688994_29,nightingale_0035,cuckoo_0035,pigeon_0035,robin_0035
closer,dedce5688994_30,redsport_0022,beetle_0022,bluesedan_0022,hatchback_0022
further,dedce5688994_31,brown_0017,doberman_0017,knob_0017,sparrow_0017
closer,dedce5688994_32,inlay_0030,straight_0030,waiting_0030,woven_0030
further,b70083319e91_1,bloodhound_0028,beetle_0028,inlay_0028,pigeon_0028
further,b70083319e91_2,bluesport_0026,goldenretriever_0026,leather_0026,sparrow_0026
closer,b70083319e91_3,bullmastiff_0001,chihuahua_0001,doberman_0001,weimaraner_0001
closer,b70083319e91_4,woven_0018,sling_0018,squat_0018,waiting_0018
closer,b70083319e91_5,chihuahua_0019,bullmastiff_0019,doberman_0019,weimaraner_0019
closer,b70083319e91_6,redantique_0010,bluesedan_0010,hatchback_0010,white_0010
closer,b70083319e91_7,weimaraner_0013,bullmastiff_0013,chihuahua_0013,doberman_0013
further,b70083319e91_8,pigeon_0012,beetle_0012,bloodhound_0012,inlay_0012
closer,b70083319e91_9,nightingale_0004,bluejay_0004,cuckoo_0004,tomtit_0004
further,b70083319e91_10,brown_0024,basset_0024,crow_0024,straight_0024
closer,b70083319e91_11,hatchback_0020,bluesedan_0020,redantique_0020,white_0020
