gameid,roundNum,targetHex,alt1Hex,alt2Hex,clickStatus,strippedContents,cleanMsg
3540-a,12,#F54D0A,#ED2412,#B5A54A,target,orange,orange
3540-a,13,#4AB56C,#A4A659,#7F827D,target,green,green
3540-a,14,#67987D,#999966,#746B94,target,green,green
3540-a,15,#817E81,#807788,#5B7DA4,target,gray ,gray
3540-a,16,#679698,#708F75,#ED1216,target,blue,blue
3540-a,17,#919D62,#A1AD52,#689966,target,brown,brown
3540-a,18,#25DA9B,#28D75C,#14EB46,distr1,blue green,blue green
3540-a,19,#20DFD9,#98DA25,#A87257,target,blue,blue
3540-a,20,#EB5514,#E67219,#9E7461,target,no problem  i don't think i'm giving the best descriptions,problem think giving best descriptions
3540-a,20,#EB5514,#E67219,#9E7461,target,dark orange,dark orange
3540-a,21,#ADF20D,#41BE41,#4756B8,target,yellow,yellow
3540-a,22,#916E83,#CF3078,#CD328A,distr1,purple,purple
3540-a,23,#5978A6,#2470DB,#2F9AD0,target,gray blue,gray blue
3540-a,24,#B325DA,#5EA199,#70AB54,target,my vocabulary is lacking,vocabulary lacking
3540-a,24,#B325DA,#5EA199,#70AB54,target,otherwise i'd give accurate descriptions lol,otherwise give accurate descriptions lol
3540-a,24,#B325DA,#5EA199,#70AB54,target,purple,purple
3540-a,25,#777988,#996C66,#808080,target,blue gray,blue gray
3540-a,26,#B55C4A,#D52A66,#C33C52,target,orange red,orange red
3540-a,27,#52A1AD,#0983F6,#51EC13,target,light blue,light blue
3540-a,28,#0FF07C,#09F629,#619E8D,target,light green,light green
3540-a,29,#61A15E,#41BE90,#797986,target,olive green,olive green
3540-a,30,#5F3EC1,#935DA2,#E21D62,distr1,purple,purple
3540-a,31,#CB34A8,#98678C,#895BA4,target,bright pink,bright pink
3540-a,32,#3739C8,#4AA1B5,#CF3B30,target,dark blue,dark blue
3540-a,33,#12D4ED,#1725E8,#D52A85,target,light blue,light blue
3540-a,34,#41BE54,#04FB6F,#9EC738,distr1,dark green,dark green
3540-a,35,#C3F00F,#4BA8B4,#907F6F,target,yellow,yellow
3540-a,36,#21DE8F,#807A85,#7B936C,distr2,green,green
3540-a,37,#E75D18,#4DF50A,#78877E,target,orange,orange
3540-a,38,#629D6A,#AF6E50,#5453AC,target,green,green
3540-a,39,#7A946B,#609F86,#55AA63,target,brown ,brown
3540-a,40,#80F50A,#03FC0F,#325BCD,target,green yellow,green yellow
3540-a,41,#8D936C,#C43BBD,#BB6E44,distr2,brown,brown
3540-a,42,#759C63,#40BF48,#47A1B8,target,tan ,tan
3540-a,42,#759C63,#40BF48,#47A1B8,target,olive green,olive green
3540-a,43,#7845BA,#253ADA,#7757A8,target,bright purple,bright purple
3540-a,44,#659A6F,#2FD07D,#64C33C,target,dark green,dark green
3540-a,45,#C2883D,#75838A,#36C95D,target,orange,orange
3540-a,46,#CE21DE,#854DB3,#9E6C61,target,bright purple,bright purple
3540-a,47,#EC03FC,#9DEE11,#716798,target,bright purple,bright purple
3540-a,48,#3EC14B,#A85857,#71868E,target,green,green
3540-a,49,#6E9184,#45BA60,#FA05B0,target,blue green,blue green
3540-a,49,#6E9184,#45BA60,#FA05B0,target,hope you have a wonderful day,hope wonderful day
3540-a,50,#2452DB,#415EBE,#17E85D,target,blue  D,blue d
9346-5,1,#85847A,#618D9E,#778878,target,grey,grey
9346-5,2,#8F7E70,#8E8D71,#3342CC,target,brownish color,brownish color
9346-5,3,#B6A849,#BD4292,#20DFA3,target,gold,gold
9346-5,4,#D72836,#F20D7C,#57A893,target,red,red
9346-5,5,#7C8383,#8E7176,#B14E67,target,grey,grey
9346-5,6,#BA8945,#5B3BC4,#5DA29A,target,gold,gold
9346-5,7,#2FF20D,#51D728,#06F9A8,target,neon green,neon green
9346-5,8,#D02FC8,#8D47B8,#A45B96,target,neon purple,neon purple
9346-5,9,#B44B96,#DBD224,#738C85,target,violet,violet
9346-5,10,#464CB9,#112AEE,#CF9A30,target,darker blue,darker blue
9346-5,11,#81758A,#9C6C63,#17E880,target,grey,grey
9346-5,12,#FA8005,#37C878,#6B7B94,target,orange,orange
9346-5,13,#41BE77,#2ED1AB,#A2A05D,target,green,green
9346-5,14,#798682,#9D9262,#0AB6F5,target,grey,grey
9346-5,15,#B67E49,#909C63,#7726D9,target,tan,tan
9346-5,16,#4BB483,#693BC4,#968369,target,green,green
9346-5,17,#DB24CF,#9441BE,#AD5295,target,hi,hi
9346-5,17,#DB24CF,#9441BE,#AD5295,target,neon violet,neon violet
9346-5,18,#CC33AB,#81A45B,#C48D3B,target,violet,violet
9346-5,19,#ACAD52,#B39B4D,#75868A,target,pale green,pale green
9346-5,20,#78F708,#4AB5A0,#D5802A,target,neon green,neon green
9346-5,21,#95726A,#936C71,#808080,target,brownish,brownish
9346-5,22,#99609F,#B82FD0,#E619C0,target,pale violet,pale violet
9346-5,23,#EB14AA,#BE417B,#38C763,target,neon pink,neon pink
9346-5,24,#3940C6,#0362FC,#7C50AF,target,dark blue,dark blue
9346-5,25,#ED12DF,#907C6F,#66998A,target,violet,violet
9346-5,26,#42BDA4,#29D680,#B847A1,target,pale teal,pale teal
9346-5,27,#22DDD0,#21C2DE,#77B44B,target,teal,teal
9346-5,27,#22DDD0,#21C2DE,#77B44B,target,sky blue,sky blue
9346-5,28,#8A4AB5,#A35CA3,#969867,target,purple,purple
9346-5,28,#8A4AB5,#A35CA3,#969867,target,darker purple,darker purple
9346-5,29,#91726E,#C23D4D,#18E7AC,target,brown,brown
9346-5,30,#50B946,#97F708,#80CB34,target,dark green,dark green
9346-5,31,#7729D6,#4E3CC3,#9C32CD,target,dark purple,dark purple
9346-5,32,#5EA16B,#AA7655,#6E6699,target,green,green
9346-5,33,#681CE3,#1879E7,#837788,target,purple,purple
9346-5,34,#8D4BB4,#6F4DB3,#37C88E,distr1,pale purple,pale purple
9346-5,35,#03FC1C,#29D69A,#4DCF30,target,neon green,neon green
9346-5,36,#90D22D,#36C98E,#01FE7B,target,golden green,golden green
9346-5,37,#BD40BF,#90B847,#CF5030,target,violet,violet
9346-5,38,#B1984E,#68F50A,#78877A,target,tan,tan
9346-5,39,#6B9484,#4AB57A,#C23D7D,target,darker green,darker green
9346-5,39,#6B9484,#4AB57A,#C23D7D,target,more grey,grey
9346-5,40,#82827D,#707D8F,#699690,target,lighter grey,lighter grey
9346-5,41,#4A1CE3,#1FC7E0,#857E7A,target,purplish blue,purplish blue
9346-5,42,#D72836,#50AF58,#2F37D0,target,red,red
9346-5,43,#54AB84,#5CA38F,#1DE2D1,target,pea green,pea green
9346-5,44,#8B7484,#6C6996,#AB53AC,target, brownish violet,brownish violet
9346-5,45,#776F90,#808080,#936C83,distr1,dark greyish violet,dark greyish violet
9346-5,46,#F1D30E,#14D2EB,#D62985,target,gold,gold
9346-5,47,#82827D,#6A9580,#BF4071,target,grey,grey
9346-5,48,#37C843,#9417E8,#837C7C,target,green,green
9346-5,49,#887784,#7A639C,#9A54AB,target,grey,grey
9346-5,50,#AC537D,#F70858,#587FA7,distr1,pale pink,pale pink
9272-c,1,#DB2464,#EE1199,#F609CB,target,the darker of the three,darker three
9272-c,2,#7C8383,#867984,#677398,distr1,dark gray,dark gray
9272-c,3,#E69719,#13ECB6,#EB146E,target,no,
9272-c,3,#E69719,#13ECB6,#EB146E,target,orange,orange
9272-c,4,#CD3259,#BB5644,#7C837C,target,yep,yep
9272-c,4,#CD3259,#BB5644,#7C837C,target,reddish one,reddish one
9272-c,4,#CD3259,#BB5644,#7C837C,target,yep,yep
9272-c,5,#D0452F,#A25D5F,#E01FAD,target,red,red
9272-c,5,#D0452F,#A25D5F,#E01FAD,target,yep,yep
9272-c,6,#58C936,#80BE41,#6B9966,target,brite green       wait for me,brite green wait
9272-c,6,#58C936,#80BE41,#6B9966,target,oh  pick one,oh pick one
9272-c,6,#58C936,#80BE41,#6B9966,target,yep,yep
9272-c,7,#7C8877,#807D82,#6F8190,target,hummm       ugly grayish,hummm ugly grayish
9272-c,7,#7C8877,#807D82,#6F8190,target,it's the greenish one,greenish one
9272-c,7,#7C8877,#807D82,#6F8190,target,yes,yes
9272-c,8,#0EF15A,#9825DA,#EE1199,target,green,green
9272-c,8,#0EF15A,#9825DA,#EE1199,target,yep,yep
9272-c,9,#808080,#736F90,#99666C,target,gray,gray
9272-c,9,#808080,#736F90,#99666C,target,yep,yep
9272-c,10,#6B18E7,#867E79,#626D9D,target,purple,purple
9272-c,10,#6B18E7,#867E79,#626D9D,target,yep,yep
9272-c,11,#3EC149,#89C43B,#58A3A7,target,brite green,brite green
9272-c,12,#718E80,#888C73,#14EB35,target,yep,yep
9272-c,12,#718E80,#888C73,#14EB35,target,that ugly greenish gray again,ugly greenish gray
9272-c,12,#718E80,#888C73,#14EB35,target,yep,yep
9272-c,13,#B95746,#EB2A14,#7E7D82,target,red darker,red darker
9272-c,14,#3D9CC2,#827D81,#7C22DD,target,yes,yes
9272-c,14,#3D9CC2,#827D81,#7C22DD,target,light blue,light blue
9272-c,14,#3D9CC2,#827D81,#7C22DD,target,yep,yep
9272-c,15,#65679A,#8152AD,#C3703C,target,darker bluish purple,darker bluish purple
9272-c,15,#65679A,#8152AD,#C3703C,target,yes,yes
9272-c,16,#9D49B6,#2EA3D1,#BD424C,target,purple,purple
9272-c,16,#9D49B6,#2EA3D1,#BD424C,target,yes,yes
9272-c,17,#328CCD,#1775E8,#2558DA,distr2,ewww       blue indigo ,ewww blue indigo
9272-c,17,#328CCD,#1775E8,#2558DA,distr2,sea,sea
9272-c,18,#838679,#25CEDA,#C9B136,target,no,
9272-c,18,#838679,#25CEDA,#C9B136,target,ugly gray,ugly gray
9272-c,19,#BB5044,#285CD7,#54AB70,target,reddish,reddish
9272-c,20,#5EA177,#580AF5,#C89D37,target,green,green
9272-c,21,#7A8583,#888377,#5F39C6,distr1,ugly gray,ugly gray
9272-c,21,#7A8583,#888377,#5F39C6,distr1,no,
9272-c,22,#DF20AF,#D12E80,#986788,target,briter pink,briter pink
9272-c,22,#DF20AF,#D12E80,#986788,target,yes,yes
9272-c,23,#7A857D,#59A678,#6F9D62,target,ugly gray,ugly gray
9272-c,24,#4941BE,#AA34CB,#6B26D9,target,blue,blue
9272-c,24,#4941BE,#AA34CB,#6B26D9,target,yes,yes
9272-c,25,#996696,#7A629D,#5E68A1,distr1,darker purple one,darker purple one
9272-c,25,#996696,#7A629D,#5E68A1,distr1,no,
9272-c,26,#5E93A1,#9E33CC,#AAE916,target,geenish blue,geenish blue
9272-c,27,#8F7F70,#AD4BB4,#7B9C63,target,the brownish one,brownish one
9272-c,28,#94A659,#798A75,#639C65,target,lite green,lite green
9272-c,28,#94A659,#798A75,#639C65,target,yes,yes
9272-c,29,#483BC4,#7519E6,#A15F5E,target,flag blue,flag blue
9272-c,30,#5D98A2,#738C7E,#B13EC1,target,blue,blue
9272-c,31,#F10ECB,#D9266B,#9D628B,target,brite pink,brite pink
9272-c,32,#E31F1C,#7D7D82,#5EF00F,target,red,red
9272-c,33,#E9168A,#A85798,#878778,target,magenta,magenta
9272-c,33,#E9168A,#A85798,#878778,target,pink,pink
9272-c,33,#E9168A,#A85798,#878778,target,good,good
9272-c,34,#956A81,#996691,#B445BA,target,hummm darker of the ugly ones,hummm darker ugly ones
9272-c,34,#956A81,#996691,#B445BA,target,yes,yes
9272-c,35,#F0D90F,#A7B54A,#EB1471,target,yes,yes
9272-c,35,#F0D90F,#A7B54A,#EB1471,target,yellow,yellow
9272-c,36,#CB349E,#E916C3,#5DA28D,target,darker of the pinks,darker pinks
9272-c,37,#C738BD,#788787,#8EE916,target,purple,purple
9272-c,38,#808679,#7A8F70,#5EA183,target,ugly gray,ugly gray
9272-c,39,#5B5CA4,#996694,#A7A358,target,blue,blue
9272-c,40,#6A958D,#2DD2B1,#6A9575,distr2,hummm green eeek the ugly one,hummm green eeek ugly one
9272-c,40,#6A958D,#2DD2B1,#6A9575,distr2,no,
9272-c,41,#DF2080,#906F70,#DA2528,target,pink,pink
9272-c,42,#4629D6,#659E61,#79E41B,target,I couldn't come up with it  sorry       blue,come sorry blue
9272-c,43,#71728E,#846E91,#21DE9F,target,darker gray,darker gray
9272-c,43,#71728E,#846E91,#21DE9F,target,yes,yes
9272-c,44,#8D44BB,#936C8A,#796C93,target,you're doing great       purple,great purple
9272-c,44,#8D44BB,#936C8A,#796C93,target,oops,oops
9272-c,44,#8D44BB,#936C8A,#796C93,target,brite one,brite one
9272-c,44,#8D44BB,#936C8A,#796C93,target,yees,yees
9272-c,45,#788F70,#E01F28,#7F748B,target,green,green
9272-c,46,#ABBB44,#8A9966,#332ED1,target,eww       lite green,eww lite green
9272-c,46,#ABBB44,#8A9966,#332ED1,target,yes,yes
9272-c,47,#7C8283,#616F9E,#76758A,target,the real gray one,real gray one
9272-c,47,#7C8283,#616F9E,#76758A,target,yes,yes
9272-c,48,#885BA4,#53AF50,#CB7334,target,purple,purple
9272-c,49,#4767B8,#B4E916,#7E817F,target,blue,blue
9272-c,50,#887786,#F5D20A,#2DC5D2,target,grayish,grayish
0881-5,1,#BA45B2,#FB04D6,#1509F6,target,purple is the object,purple object
0881-5,2,#993BC4,#4111EE,#94B44B,target,purple is the object,purple object
0881-5,3,#563BC4,#884EB1,#7C59A6,target,the blue ish one,blue ish one
0881-5,4,#865BA4,#7624DB,#C112ED,target,lightest block,lightest block
0881-5,5,#94926B,#61A758,#4269BD,target,most olive green one,olive green one
0881-5,6,#7B629D,#827887,#A15E9D,target,most regular purple  ,regular purple
0881-5,7,#0AF516,#2A28D7,#B14EA6,target,green,green
0881-5,8,#8A8C73,#629D7E,#748B7B,target,most brown looking one,brown looking one
0881-5,9,#29D6A8,#718E80,#D7CF28,target,teal ,teal
0881-5,10,#609A9F,#37A4C8,#867979,target,faded blue,faded blue
0881-5,11,#6E9091,#3987C6,#BA459B,target,gray looking one,gray looking one
0881-5,12,#0F3CF0,#4143BE,#A034CB,target,brightest blue,brightest blue
0881-5,13,#A4B649,#79DF20,#30CF68,target,yellow brown one,yellow brown one
0881-5,14,#659A6A,#50AF8E,#679890,target,olive green,olive green
0881-5,15,#778887,#2FD072,#86748B,target,gray,gray
0881-5,16,#918F6E,#94856B,#E31C4E,target,light brown,light brown
0881-5,16,#918F6E,#94856B,#E31C4E,target,they both look siml,look siml
0881-5,16,#918F6E,#94856B,#E31C4E,target,sorry  brighter of the two,sorry brighter two
0881-5,17,#2C29D6,#D69F29,#7CB14E,target,sorry  they really look the same,sorry really look
0881-5,17,#2C29D6,#D69F29,#7CB14E,target,blue,blue
0881-5,18,#83B54A,#D12ECC,#7A857A,target,green,green
0881-5,19,#A2905D,#857A84,#B66849,distr2,brown,brown
0881-5,20,#817A85,#7B857A,#2BD4D1,distr1,gray,gray
0881-5,21,#8DC33C,#E8DE17,#C7AD38,target,one with most green in it,one green
0881-5,22,#52FB04,#0FF071,#E68619,target,bright green,bright green
0881-5,23,#6A16E9,#BB32CD,#C709F6,target,most blue looking one,blue looking one
0881-5,24,#817E80,#7F8877,#E73718,target,most gray,gray
0881-5,25,#AAA855,#8B9D62,#BA456A,target,most yellowish one,yellowish one
0881-5,26,#1C9DE3,#5279AD,#2570DA,target,brightest,brightest
0881-5,27,#0B32F4,#4D63B3,#416FBE,distr1,darkest blue,darkest blue
0881-5,28,#25DA61,#36C9A4,#11EE87,target,brightest green,brightest green
0881-5,29,#667499,#9955AA,#F0780F,target,flat purple,flat purple
0881-5,30,#F5740A,#477AB8,#968369,target,orange,orange
0881-5,31,#C13E8A,#78629D,#BC3CC3,distr2,bright pink,bright pink
0881-5,32,#6A54AB,#0320FC,#164BE9,target,rpurple,rpurple
0881-5,33,#AB54A4,#7624DB,#B612ED,target,light but flat pink,light flat pink
0881-5,34,#F2180D,#4EB14F,#1C5EE3,target,red,red
0881-5,35,#FEF501,#BAE21D,#1418EB,target,brightest yellow,brightest yellow
0881-5,36,#834AB5,#877E78,#35D926,target,purple,purple
0881-5,37,#895CA3,#1938E6,#799966,target,purple,purple
0881-5,38,#B5614A,#C525DA,#2A19E6,target,most orange,orange
0881-5,39,#7E7D82,#949867,#FB041D,target,basic gray,basic gray
0881-5,40,#6C8893,#0878F7,#4F73B0,target,most gray of them,gray
0881-5,41,#8346B9,#5B57A8,#29D6B4,target,the most pinkish puple,pinkish puple
0881-5,42,#2AD599,#87F708,#8A757B,target,greenish one,greenish one
0881-5,43,#9D7562,#B3614D,#67987E,target,flat brownish one,flat brownish one
0881-5,44,#758A82,#7F8778,#D4962B,distr1,darker gray,darker gray
0881-5,45,#2192DE,#AB1CE3,#81837C,target,blue,blue
0881-5,46,#9F9F60,#AADA25,#3328D7,target,yellowish brown,yellowish brown
0881-5,47,#39C6B8,#E609F6,#95946A,target,light teal,light teal
0881-5,48,#1772E8,#CC334D,#F10EAD,target,blue one,blue one
0881-5,49,#726996,#8F7086,#310AF5,target,purple gray with no pink,purple gray pink
0881-5,50,#2954D6,#83639C,#5046B9,target,most blue,blue
2470-e,1,#629D9D,#5E93A1,#FE01E9,distr1,Hi,hi
2470-e,1,#629D9D,#5E93A1,#FE01E9,distr1,Target is green blue square,target green blue square
2470-e,2,#666799,#8F55AA,#9337C8,distr2,Target is darkest purple,target darkest purple
2470-e,3,#C829D6,#9B619E,#6A9575,target,Target is Magenta,target magenta
2470-e,4,#CF30CC,#BD4290,#DD226D,distr1,Magenta again,magenta
2470-e,5,#4A71B5,#708F89,#08E7F7,target,Dark blue,dark blue
2470-e,6,#808080,#8A8175,#2E16E9,target,Grayest one,grayest one
2470-e,7,#8E8D71,#817E80,#4AB56C,target,Olive Green,olive green
2470-e,8,#5BC33C,#37C878,#8345BA,target,Lime Green,lime green
2470-e,9,#C118E7,#FEED01,#808080,target,Purple,purple
2470-e,10,#F609D6,#DF8020,#45BA49,target,Magenta,magenta
2470-e,11,#73738C,#8A7589,#916E75,target,Blue Gray,blue gray
2470-e,12,#7D55AA,#8238C7,#A75896,target,Dull Purple,dull purple
2470-e,13,#738B8C,#6A9593,#61849E,target,Grayest one,grayest one
2470-e,14,#6FB847,#92A25D,#75916E,target,Bright Green,bright green
2470-e,15,#28D7A3,#28D736,#A9AB54,target,Blue,blue
2470-e,16,#BF4840,#5C75A3,#72AB54,target,Red,red
2470-e,17,#8A7575,#887D77,#7D8182,distr1,Tan,tan
2470-e,18,#46B965,#7CE916,#466CB9,target,Grass Green,grass green
2470-e,19,#85A659,#758A7A,#9308F7,target,Green,green
2470-e,20,#8A7B75,#7C8382,#AA559C,target,Tan,tan
2470-e,21,#F6CF09,#7E906F,#A254AB,target,Yellow,yellow
2470-e,22,#36C958,#1FE080,#7DD22D,target,grass green,grass green
2470-e,23,#08DFF7,#D926A0,#669995,target,bright blue,bright blue
2470-e,24,#808080,#788787,#6350AF,distr1,gunmetal gray,gunmetal gray
2470-e,25,#25DA3D,#0BC9F4,#6022DD,target,green,green
2470-e,26,#FC031C,#E619E5,#857A80,target,red,red
2470-e,27,#8554AB,#6D6B94,#20DFBC,target,bright purple,bright purple
2470-e,28,#B8F906,#21D8DE,#CD1BE4,target,yellow,yellow
2470-e,29,#C4D52A,#68F708,#D47D2B,target,yellow,yellow
2470-e,30,#DDB722,#9DA45B,#877788,target,yellow,yellow
2470-e,31,#82817D,#877885,#C70FF0,target,gray,gray
2470-e,32,#C639BC,#30CF7A,#7F817E,target,purple,purple
2470-e,33,#55AA5F,#919669,#71B54A,distr1,dull green,dull green
2470-e,34,#807E81,#BA4553,#5369AC,target,gray,gray
2470-e,35,#9D8062,#F99006,#651DE2,target,brown,brown
2470-e,36,#5797A8,#50AF9F,#3DC2B7,target,sky blue,sky blue
2470-e,37,#619E78,#32CDA6,#4AB58C,target,jungle green,jungle green
2470-e,37,#619E78,#32CDA6,#4AB58C,target,dullest one,dullest one
2470-e,37,#619E78,#32CDA6,#4AB58C,target,darker,darker
2470-e,38,#4564BA,#7C8382,#619E6B,target,blue,blue
2470-e,39,#39C643,#639C71,#C33C7B,target,lime green,lime green
2470-e,40,#5C61A3,#75798A,#0EF1AD,target,purple,purple
2470-e,41,#77946B,#4AB590,#6C9D62,target,olive green  darker,olive green darker
2470-e,42,#1174EE,#73818C,#467CB9,target,bright blue,bright blue
2470-e,43,#1CE3A1,#D24B2D,#7F7D82,target,green,green
2470-e,44,#0A3DF5,#535AAC,#240DF2,target,brightest blue,brightest blue
2470-e,44,#0A3DF5,#535AAC,#240DF2,target,lighter,lighter
2470-e,45,#4BB4A9,#619E74,#6F9966,target,blue,blue
2470-e,46,#3B5FC4,#AF7E50,#37C8A4,target,blue,blue
2470-e,47,#73708F,#78C837,#659A81,target,purple,purple
2470-e,48,#868877,#66996C,#7C916E,target,tan,tan
2470-e,49,#738C7B,#9F9460,#780DF2,target,green,green
2470-e,50,#828A75,#49FC03,#13ECB9,target,tan,tan
4793-5,1,#184CE7,#CDB932,#918E6E,target,blue,blue
4793-5,2,#6F7190,#4F7CB0,#7E8081,distr2,dark gray,dark gray
4793-5,3,#8CB44B,#7F817E,#63629D,target,pea green,pea green
4793-5,4,#4FA3B0,#BACC33,#9F8760,target,turquise  ,turquise
4793-5,5,#6F4AB5,#906E91,#EC8A13,target,deep purple,deep purple
4793-5,6,#B04F51,#C9365B,#C43F3B,target,light salmon,light salmon
4793-5,7,#C532CD,#A25D84,#29D0D6,target,purple,purple
4793-5,8,#8C8173,#7B8778,#D4632B,target,ash gray,ash gray
4793-5,9,#13EC6A,#57A86C,#6AA35C,target,bright lime green,bright lime green
4793-5,10,#25DA64,#2ED13E,#03FC73,distr1,less bright lime green,less bright lime green
4793-5,11,#12ED50,#06F9A0,#47B8A7,target,lime green,lime green
4793-5,12,#AA5577,#DE21AC,#CC337D,target,faded pink,faded pink
4793-5,13,#1BC3E4,#97B34D,#1271ED,target,sky blue,sky blue
4793-5,14,#8CCB34,#89B14E,#1DE241,target,pea green,pea green
4793-5,15,#86797F,#997F66,#C3453C,target,slate,slate
4793-5,16,#5CA857,#AF5069,#504DB3,target,green,green
4793-5,17,#887780,#676F98,#887B77,distr1,purple slate,purple slate
4793-5,18,#AD5289,#906699,#BD5142,target,pink,pink
4793-5,19,#5FA45B,#CB18E7,#877B78,target,green,green
4793-5,20,#788587,#8D4BB4,#9F50AF,target,gray,gray
4793-5,21,#60919F,#788877,#75718E,target,light blue,light blue
4793-5,22,#416FBE,#44BBAB,#8F34CB,target,blue,blue
4793-5,23,#7C7887,#9D6299,#3C9FC3,target,slate,slate
4793-5,24,#8C738B,#86797F,#7F6798,target,purple but not the darker one,purple darker one
4793-5,25,#A7AA55,#D4E916,#5FD12E,target,the nweird one,nweird one
4793-5,26,#05FA88,#31DE21,#68CD32,target,turquise green,turquise green
4793-5,27,#6B6996,#1D52E2,#3984C6,target,purple,purple
4793-5,28,#2D35D2,#700EF1,#6F906F,target,dark blue,dark blue
4793-5,29,#08EFF7,#6A9570,#7F7E81,target,turquise,turquise
4793-5,30,#8C8073,#857A81,#F6096C,target,ash,ash
4793-5,31,#4452BB,#5E83A1,#4681B9,target,the darkest one,darkest one
4793-5,32,#E21D86,#888E71,#33CC96,distr1,pink,pink
4793-5,33,#6B8794,#798286,#BE5441,target,light blue,light blue
4793-5,34,#9539C6,#91746E,#58A759,target,purple,purple
4793-5,35,#C733CC,#94609F,#B04FAD,target,bright purple,bright purple
4793-5,36,#ACEE11,#9A0FF0,#4EB19D,target,yellow green,yellow green
4793-5,37,#2E98D1,#7D8182,#4DB36F,target,blue,blue
4793-5,38,#F7088B,#D62980,#A86357,target,bright pink,bright pink
4793-5,39,#90A15E,#52BE41,#C93667,target,the weird one,weird one
4793-5,40,#80BA45,#E01F73,#D6AB29,target,green one,green one
4793-5,41,#5962A6,#70619E,#843DC2,target,dark blue,dark blue
4793-5,42,#957E6A,#857A82,#A5AA55,target,light brown,light brown
4793-5,43,#D12E75,#1619E9,#45E21D,target,pink,pink
4793-5,44,#A79658,#D98E26,#6B5DA2,target,weird one,weird one
4793-5,45,#4DB35C,#38C78E,#84C33C,target,dark green,dark green
4793-5,46,#788779,#787987,#CC7A33,target,slate,slate
4793-5,47,#A25D7E,#88FC03,#817E80,target,pink,pink
4793-5,48,#7F55AA,#D52A2A,#71D926,target,purple,purple
4793-5,49,#A25D7B,#C13E8F,#956A80,target,faded pink,faded pink
4793-5,50,#BB7444,#A6F40B,#9D6289,target,orange bronw,orange bronw
4927-d,1,#766996,#666F99,#E41B65,target,hey,hey
4927-d,1,#766996,#666F99,#E41B65,target,how are you ,
4927-d,1,#766996,#666F99,#E41B65,target,so the one highlighted is the purple,one highlighted purple
4927-d,3,#C37B3C,#E87217,#CF6D30,target,nice ,nice
4927-d,3,#C37B3C,#E87217,#CF6D30,target,this one is kind of gold  whereas the other two are more orange,one kind gold whereas two orange
4927-d,4,#5636C9,#625DA2,#679877,target,blue  kind of a bright one,blue kind bright one
4927-d,5,#67FB04,#4CB54A,#0DF2A2,target,bright green,bright green
